images,labels
ISIC_0006958,19
ISIC_0002880,19
ISIC_0025585,19
ISIC_8888094,19
ISIC_4491273,17
ISIC_0026166,19
ISIC_9864416,19
ISIC_0006560,19
ISIC_0072254,8
ISIC_4360127,17
ISIC_8297563,19
ISIC_4032630,19
ISIC_3183782,17
ISIC_0013080,19
ISIC_6882480,17
ISIC_2071774,17
ISIC_0024285,8
ISIC_1120241,17
ISIC_0033142,19
ISIC_9368534,17
ISIC_4813830,17
ISIC_0033262,21
ISIC_0069754,8
ISIC_2605118,19
ISIC_5606155,17
ISIC_6984529,17
ISIC_5111439,17
ISIC_0008865,19
ISIC_0072659,19
ISIC_0008005,19
ISIC_0063871,15
ISIC_0983569,17
ISIC_0030912,19
ISIC_3992996,17
ISIC_0812078,19
ISIC_8272585,17
ISIC_3141671,17
ISIC_0008426,19
ISIC_1659261,17
ISIC_0025763,19
ISIC_1174017,17
ISIC_0027677,8
ISIC_6697013,17
ISIC_0004155,19
ISIC_0014760,19
ISIC_1757212,19
ISIC_5743557,17
ISIC_0001686,19
ISIC_7143189,17
ISIC_0069047,8
ISIC_0004945,19
ISIC_0070430,8
ISIC_7558912,17
ISIC_0029387,19
ISIC_0070260,2
ISIC_0016070,19
ISIC_0028204,19
ISIC_4998816,17
ISIC_7452515,17
ISIC_0030889,19
ISIC_7893482,17
ISIC_0009595,19
ISIC_0005669,19
ISIC_0027040,19
ISIC_5443525,17
ISIC_0070601,15
ISIC_9227754,17
ISIC_0068879,2
ISIC_0005503,19
ISIC_0030094,8
ISIC_0073195,25
ISIC_1738348,17
ISIC_0056878,19
ISIC_2246315,17
ISIC_3194895,17
ISIC_0063385,19
ISIC_0011868,8
ISIC_5538346,19
ISIC_5495649,17
ISIC_4216169,19
ISIC_7240458,17
ISIC_8535709,17
ISIC_0031969,19
ISIC_5917755,17
ISIC_2375233,19
ISIC_8910635,17
ISIC_0028046,19
ISIC_0033282,19
ISIC_0066655,8
ISIC_6267883,17
ISIC_0066679,23
ISIC_0053524,8
ISIC_0723595,17
ISIC_0068669,8
ISIC_4724943,17
ISIC_0029449,19
ISIC_7167085,17
ISIC_8328263,17
ISIC_7867320,23
ISIC_0056580,19
ISIC_0031978,19
ISIC_0024632,8
ISIC_7890383,17
ISIC_5948901,17
ISIC_3989526,17
ISIC_3365320,17
ISIC_0068668,19
ISIC_4129376,17
ISIC_0033137,19
ISIC_4130540,19
ISIC_0011666,17
ISIC_0031788,19
ISIC_0032624,15
ISIC_0800269,17
ISIC_0002732,19
ISIC_0067002,19
ISIC_0055527,15
ISIC_0011893,19
ISIC_4992109,17
ISIC_6356803,17
ISIC_0069970,15
ISIC_1323043,17
ISIC_0070150,8
ISIC_0072818,8
ISIC_0030021,11
ISIC_0013326,19
ISIC_0025575,21
ISIC_0003081,19
ISIC_0028241,19
ISIC_0028086,15
ISIC_0029565,19
ISIC_0000902,19
ISIC_0065864,15
ISIC_6804299,19
ISIC_0028960,19
ISIC_9462205,17
ISIC_0025018,15
ISIC_0001322,19
ISIC_0004423,19
ISIC_0062318,15
ISIC_0010873,19
ISIC_1266707,17
ISIC_9626070,19
ISIC_7868855,19
ISIC_4580458,17
ISIC_2892384,17
ISIC_0007323,19
ISIC_4125010,17
ISIC_0000661,19
ISIC_4394972,17
ISIC_9876659,23
ISIC_2454898,17
ISIC_5459795,17
ISIC_0029401,19
ISIC_0062623,8
ISIC_6668197,17
ISIC_5185074,17
ISIC_0031204,19
ISIC_0030083,15
ISIC_1924949,17
ISIC_0027387,15
ISIC_3832885,17
ISIC_0061231,15
ISIC_0053569,23
ISIC_4077341,17
ISIC_7183272,19
ISIC_7486070,19
ISIC_4801124,17
ISIC_9728003,17
ISIC_0032898,21
ISIC_0025671,19
ISIC_0009325,19
ISIC_0058006,8
ISIC_0000016,19
ISIC_0010122,15
ISIC_0054157,19
ISIC_4952227,19
ISIC_0010189,15
ISIC_0011434,15
ISIC_4569239,17
ISIC_3235491,17
ISIC_1961064,19
ISIC_1441211,17
ISIC_0061874,8
ISIC_0009078,19
ISIC_1908781,17
ISIC_0026008,19
ISIC_0060653,15
ISIC_0307377,17
ISIC_3458173,17
ISIC_0032270,26
ISIC_5920944,17
ISIC_0071676,8
ISIC_7498410,19
ISIC_8856029,17
ISIC_0030578,19
ISIC_1833509,2
ISIC_0003550,19
ISIC_0003545,19
ISIC_0028434,19
ISIC_0056995,8
ISIC_0030976,21
ISIC_0002965,19
ISIC_6547275,17
ISIC_3768806,17
ISIC_0025752,8
ISIC_0004764,19
ISIC_9944671,17
ISIC_3903748,17
ISIC_0001621,19
ISIC_0027360,19
ISIC_7191988,19
ISIC_1312827,17
ISIC_1731109,17
ISIC_6344073,17
ISIC_0057512,19
ISIC_1261530,17
ISIC_9027622,17
ISIC_0046294,19
ISIC_0059250,2
ISIC_0890978,0
ISIC_0053915,19
ISIC_0071555,8
ISIC_7934369,17
ISIC_0031653,19
ISIC_0063878,2
ISIC_3588908,17
ISIC_0069648,19
ISIC_0029175,19
ISIC_4571395,19
ISIC_1341272,17
ISIC_6683370,17
ISIC_9909314,19
ISIC_4522302,17
ISIC_9455994,19
ISIC_8633889,17
ISIC_0065029,15
ISIC_0692990,17
ISIC_2859012,17
ISIC_0009894,15
ISIC_0014762,19
ISIC_0026790,21
ISIC_0009482,19
ISIC_0054066,19
ISIC_0060549,25
ISIC_0059983,15
ISIC_0006193,19
ISIC_0003841,19
ISIC_0058815,23
ISIC_0006286,19
ISIC_0003019,19
ISIC_3909443,17
ISIC_5065360,17
ISIC_6266876,19
ISIC_0000199,19
ISIC_4272459,19
ISIC_2479134,19
ISIC_6381785,17
ISIC_3851607,17
ISIC_0010726,19
ISIC_0012085,19
ISIC_9231079,19
ISIC_0069115,19
ISIC_0066064,19
ISIC_1595103,17
ISIC_0070120,15
ISIC_8750167,17
ISIC_2525675,17
ISIC_0031417,15
ISIC_0059468,19
ISIC_0005791,19
ISIC_1711706,17
ISIC_7140243,17
ISIC_7776634,17
ISIC_9865488,17
ISIC_0072535,15
ISIC_8496646,17
ISIC_0062864,15
ISIC_0372350,17
ISIC_4865746,17
ISIC_0057042,2
ISIC_4978697,17
ISIC_3749028,17
ISIC_9598426,17
ISIC_0026810,19
ISIC_0009671,19
ISIC_0056690,19
ISIC_1783727,17
ISIC_0024895,19
ISIC_0071863,19
ISIC_0029065,19
ISIC_0007704,19
ISIC_3358528,17
ISIC_2258612,17
ISIC_8041105,19
ISIC_0010887,19
ISIC_0029342,8
ISIC_0057006,19
ISIC_0005680,19
ISIC_6764717,17
ISIC_2077116,15
ISIC_0029232,21
ISIC_0011887,5
ISIC_0066215,19
ISIC_0028011,19
ISIC_0068550,23
ISIC_0071864,8
ISIC_0026371,19
ISIC_0001606,19
ISIC_0027273,19
ISIC_0004065,19
ISIC_0268557,17
ISIC_0062978,15
ISIC_3809762,17
ISIC_0212774,17
ISIC_2975850,6
ISIC_0004545,19
ISIC_9758671,17
ISIC_0032428,19
ISIC_0000836,19
ISIC_3587179,17
ISIC_7320371,15
ISIC_0032092,8
ISIC_0031068,19
ISIC_7477771,17
ISIC_0029921,19
ISIC_1170029,19
ISIC_0010950,19
ISIC_8124459,17
ISIC_0027087,19
ISIC_0003974,19
ISIC_0893160,17
ISIC_8626941,17
ISIC_5435291,17
ISIC_9389870,17
ISIC_0061710,15
ISIC_0065819,19
ISIC_7599869,17
ISIC_3391654,17
ISIC_0054599,15
ISIC_3028883,17
ISIC_0011538,19
ISIC_1439681,17
ISIC_0026431,19
ISIC_1157099,17
ISIC_0054070,15
ISIC_0011524,15
ISIC_0068586,15
ISIC_0071583,15
ISIC_4812889,19
ISIC_7949203,17
ISIC_4718237,17
ISIC_1297965,17
ISIC_0004523,19
ISIC_0009133,19
ISIC_5231616,17
ISIC_0437018,17
ISIC_7701135,17
ISIC_7784261,17
ISIC_0029226,19
ISIC_0058124,19
ISIC_0066092,8
ISIC_0068964,19
ISIC_0010080,15
ISIC_0057202,19
ISIC_0031458,19
ISIC_5131121,17
ISIC_4939916,17
ISIC_1552507,17
ISIC_0024249,8
ISIC_8485142,17
ISIC_9695809,17
ISIC_8760203,25
ISIC_0016060,19
ISIC_0009913,15
ISIC_2757332,15
ISIC_1140610,17
ISIC_0000299,15
ISIC_7729357,17
ISIC_5043429,17
ISIC_0011768,19
ISIC_3294812,17
ISIC_3343475,15
ISIC_0028891,19
ISIC_6759615,17
ISIC_7960251,19
ISIC_0025547,19
ISIC_0009146,19
ISIC_0014772,15
ISIC_1911358,17
ISIC_0004165,19
ISIC_2285264,19
ISIC_5187457,17
ISIC_5810736,19
ISIC_0072978,8
ISIC_3747979,17
ISIC_0760717,19
ISIC_0084395,19
ISIC_7372081,17
ISIC_6269796,17
ISIC_0028632,19
ISIC_0025562,19
ISIC_5635819,19
ISIC_0003365,19
ISIC_5144082,19
ISIC_0033538,15
ISIC_0011679,19
ISIC_7615896,17
ISIC_0069457,15
ISIC_9851670,17
ISIC_2887355,17
ISIC_0063176,19
ISIC_1842021,17
ISIC_0013796,19
ISIC_0055986,23
ISIC_0027447,2
ISIC_2309744,15
ISIC_0063865,8
ISIC_8383631,17
ISIC_0063515,8
ISIC_0494909,19
ISIC_0009588,19
ISIC_0494868,17
ISIC_3449292,17
ISIC_0001843,19
ISIC_6722586,17
ISIC_0198315,19
ISIC_0058946,19
ISIC_6633174,17
ISIC_0792589,17
ISIC_1275188,19
ISIC_0001002,19
ISIC_0066290,8
ISIC_0064578,8
ISIC_0817654,17
ISIC_0001472,19
ISIC_0005884,19
ISIC_8096536,17
ISIC_1173776,17
ISIC_0033100,19
ISIC_0028504,19
ISIC_9299483,19
ISIC_5475235,12
ISIC_3216095,17
ISIC_0026741,19
ISIC_9333842,17
ISIC_0026437,19
ISIC_0015312,19
ISIC_4648708,17
ISIC_2644382,19
ISIC_0030116,19
ISIC_0033761,21
ISIC_0508284,17
ISIC_0026178,25
ISIC_1882367,17
ISIC_2289043,17
ISIC_1178491,19
ISIC_8015441,17
ISIC_4646990,17
ISIC_0069672,19
ISIC_5478234,17
ISIC_5018298,17
ISIC_8617277,15
ISIC_7306535,19
ISIC_5458166,17
ISIC_0015211,19
ISIC_0066719,19
ISIC_7804919,17
ISIC_2849229,17
ISIC_0590658,17
ISIC_7264813,17
ISIC_0000931,19
ISIC_0029536,19
ISIC_7250007,17
ISIC_1497525,17
ISIC_0024903,19
ISIC_0016018,19
ISIC_0012071,13
ISIC_0056698,19
ISIC_0058464,19
ISIC_1114860,17
ISIC_1356907,17
ISIC_0340091,17
ISIC_0061734,19
ISIC_0027059,19
ISIC_5477617,17
ISIC_0055318,15
ISIC_0032343,21
ISIC_0002160,19
ISIC_0014144,15
ISIC_0003176,19
ISIC_7578777,17
ISIC_0006017,19
ISIC_0029814,19
ISIC_3786438,17
ISIC_0059220,19
ISIC_0062950,19
ISIC_0027443,19
ISIC_1585919,17
ISIC_0054500,15
ISIC_0008397,19
ISIC_0072781,19
ISIC_1410927,17
ISIC_4968876,17
ISIC_0059722,19
ISIC_0028256,19
ISIC_0014968,19
ISIC_1567128,17
ISIC_8993803,17
ISIC_3339798,17
ISIC_0030242,2
ISIC_9126343,17
ISIC_0010310,12
ISIC_0010322,15
ISIC_0006659,19
ISIC_2680511,17
ISIC_0024411,8
ISIC_3677336,17
ISIC_7707214,17
ISIC_1716135,17
ISIC_8566006,15
ISIC_4655338,19
ISIC_8048668,17
ISIC_0031789,8
ISIC_7092167,17
ISIC_0033124,21
ISIC_9843005,17
ISIC_0029615,19
ISIC_4345015,17
ISIC_0015935,23
ISIC_8764094,17
ISIC_5144150,17
ISIC_4667046,17
ISIC_0062892,19
ISIC_0003708,19
ISIC_5546488,17
ISIC_0063619,19
ISIC_0008819,19
ISIC_0025369,19
ISIC_3023646,15
ISIC_0001189,19
ISIC_5276435,17
ISIC_0072710,19
ISIC_0002560,19
ISIC_3058665,17
ISIC_0068402,8
ISIC_1754491,19
ISIC_0054145,19
ISIC_0313653,17
ISIC_0006161,19
ISIC_0006205,19
ISIC_9978107,15
ISIC_3082398,17
ISIC_0056863,15
ISIC_0032701,19
ISIC_1153106,17
ISIC_0005518,19
ISIC_0004644,19
ISIC_0011115,19
ISIC_4737109,17
ISIC_1652015,19
ISIC_4932763,17
ISIC_3189033,17
ISIC_2131585,19
ISIC_0012258,15
ISIC_1557301,17
ISIC_0067103,8
ISIC_0069806,23
ISIC_0053557,19
ISIC_0004930,19
ISIC_0033035,19
ISIC_0006678,19
ISIC_0000873,19
ISIC_0003444,19
ISIC_0063571,23
ISIC_8935256,17
ISIC_0072975,19
ISIC_0001117,19
ISIC_7495371,17
ISIC_0070164,2
ISIC_4938388,19
ISIC_0024296,25
ISIC_0033089,15
ISIC_0033009,19
ISIC_0006765,19
ISIC_3333135,17
ISIC_3687166,17
ISIC_5130418,17
ISIC_1079069,19
ISIC_1929389,17
ISIC_8172822,15
ISIC_5268446,19
ISIC_0032974,19
ISIC_0978386,17
ISIC_4291907,19
ISIC_0028599,19
ISIC_5809019,17
ISIC_3431064,17
ISIC_4464389,15
ISIC_0056771,19
ISIC_0028650,21
ISIC_0180660,17
ISIC_0029362,25
ISIC_7063629,17
ISIC_6420302,17
ISIC_0061483,8
ISIC_8739231,17
ISIC_0002267,19
ISIC_9252628,17
ISIC_2087446,17
ISIC_0030778,8
ISIC_0013621,23
ISIC_0007345,19
ISIC_3690890,15
ISIC_0071950,15
ISIC_0006022,19
ISIC_6108865,17
ISIC_0056064,19
ISIC_3871153,17
ISIC_7575246,17
ISIC_8463089,19
ISIC_9289365,17
ISIC_1025481,17
ISIC_3265748,17
ISIC_0069283,2
ISIC_0026653,19
ISIC_0694677,17
ISIC_0001530,19
ISIC_0068717,15
ISIC_4085198,19
ISIC_1479521,17
ISIC_0003938,19
ISIC_0010568,19
ISIC_1789191,17
ISIC_0882687,19
ISIC_0028474,19
ISIC_2575894,17
ISIC_0025519,21
ISIC_0879962,17
ISIC_0007599,19
ISIC_3877413,19
ISIC_4231065,19
ISIC_8109433,17
ISIC_0010901,19
ISIC_0008547,19
ISIC_0002515,19
ISIC_6553389,17
ISIC_8642670,17
ISIC_0032998,19
ISIC_0029299,19
ISIC_6146097,17
ISIC_5599120,17
ISIC_0004068,19
ISIC_0070486,2
ISIC_0009169,19
ISIC_0028483,19
ISIC_0026745,15
ISIC_9192632,19
ISIC_0009192,19
ISIC_1875729,17
ISIC_0062199,8
ISIC_0007466,19
ISIC_0062898,19
ISIC_0030543,19
ISIC_0025376,21
ISIC_0159568,17
ISIC_0002335,19
ISIC_4818326,19
ISIC_0062537,19
ISIC_1372318,17
ISIC_8869597,17
ISIC_3959888,17
ISIC_0981639,15
ISIC_9820907,17
ISIC_0024256,8
ISIC_0055385,19
ISIC_3343918,17
ISIC_0064284,19
ISIC_7370756,17
ISIC_1214018,24
ISIC_7024562,17
ISIC_2412426,19
ISIC_0063271,15
ISIC_2649999,17
ISIC_9609907,17
ISIC_2948339,17
ISIC_9113122,19
ISIC_0057266,8
ISIC_0010840,19
ISIC_0031101,19
ISIC_0003160,19
ISIC_1814941,15
ISIC_3511320,17
ISIC_0053846,15
ISIC_0010852,15
ISIC_0057927,19
ISIC_4679428,17
ISIC_8035687,19
ISIC_0069292,15
ISIC_0006421,19
ISIC_5921734,17
ISIC_2086580,19
ISIC_6113248,17
ISIC_1599163,17
ISIC_0055633,19
ISIC_0001193,19
ISIC_0033249,19
ISIC_0006158,19
ISIC_6017897,17
ISIC_0010654,19
ISIC_8223466,19
ISIC_3029937,17
ISIC_3775249,17
ISIC_7034769,17
ISIC_0026873,19
ISIC_0028999,19
ISIC_0032781,19
ISIC_9362964,19
ISIC_8849283,17
ISIC_0006230,19
ISIC_0027731,19
ISIC_0016159,19
ISIC_4174983,19
ISIC_0016030,19
ISIC_0063244,19
ISIC_0029113,21
ISIC_3311513,17
ISIC_2393105,17
ISIC_0006141,19
ISIC_3151698,17
ISIC_3275538,17
ISIC_0067850,8
ISIC_0007817,19
ISIC_0938864,19
ISIC_4794433,17
ISIC_4656707,17
ISIC_0028000,19
ISIC_8633166,17
ISIC_0058863,15
ISIC_0061303,8
ISIC_6356522,17
ISIC_0007192,19
ISIC_0054071,19
ISIC_8325872,17
ISIC_0031920,19
ISIC_2321120,17
ISIC_0057638,2
ISIC_0026788,19
ISIC_0003508,19
ISIC_0014635,23
ISIC_0012673,19
ISIC_0002069,19
ISIC_9344253,17
ISIC_2371495,17
ISIC_0012015,17
ISIC_3086038,19
ISIC_0056699,23
ISIC_0026711,19
ISIC_0054019,23
ISIC_0001556,19
ISIC_0010432,15
ISIC_1727826,19
ISIC_0054911,24
ISIC_7205493,17
ISIC_9851993,19
ISIC_0070825,8
ISIC_4071351,17
ISIC_0062323,15
ISIC_6460791,19
ISIC_0004970,19
ISIC_1618950,19
ISIC_7043828,17
ISIC_2523676,17
ISIC_9339756,17
ISIC_7852280,17
ISIC_9655236,17
ISIC_0066736,8
ISIC_0025817,19
ISIC_0028451,21
ISIC_0000395,15
ISIC_0177860,17
ISIC_9885997,17
ISIC_5634535,17
ISIC_0001320,19
ISIC_6573518,17
ISIC_0069267,15
ISIC_1906004,17
ISIC_0063528,15
ISIC_0072931,8
ISIC_2732573,17
ISIC_0654269,19
ISIC_2426937,17
ISIC_3360646,19
ISIC_0004024,19
ISIC_0854727,17
ISIC_0057487,19
ISIC_0026611,19
ISIC_0031646,19
ISIC_7193173,17
ISIC_0004374,19
ISIC_0064863,15
ISIC_0013026,19
ISIC_4787531,19
ISIC_0006974,19
ISIC_0025548,21
ISIC_0004116,19
ISIC_0026476,19
ISIC_6637323,17
ISIC_2603767,17
ISIC_0062341,8
ISIC_2969055,17
ISIC_0061595,15
ISIC_0912649,17
ISIC_0030079,19
ISIC_5660197,17
ISIC_9746246,17
ISIC_0005843,19
ISIC_0069636,25
ISIC_0008824,19
ISIC_0000396,19
ISIC_7629997,17
ISIC_8565387,17
ISIC_2798803,17
ISIC_0028174,19
ISIC_0008740,19
ISIC_3693934,17
ISIC_0003562,19
ISIC_8446301,17
ISIC_0001131,15
ISIC_8276574,17
ISIC_2440802,17
ISIC_9563809,17
ISIC_7763345,17
ISIC_7768915,17
ISIC_0006137,19
ISIC_1401396,17
ISIC_0066946,24
ISIC_2094598,17
ISIC_0015353,19
ISIC_0061545,19
ISIC_0469872,17
ISIC_0004864,19
ISIC_4881109,17
ISIC_0060874,8
ISIC_9958613,17
ISIC_0028280,19
ISIC_0032522,15
ISIC_0070403,15
ISIC_2291059,17
ISIC_3685572,17
ISIC_0891469,17
ISIC_0062543,19
ISIC_0006086,19
ISIC_0003341,19
ISIC_0029176,21
ISIC_0058166,19
ISIC_0060310,8
ISIC_0000099,19
ISIC_0029055,19
ISIC_0002541,19
ISIC_3844439,17
ISIC_6099970,19
ISIC_0005986,19
ISIC_0065117,19
ISIC_0249688,19
ISIC_0065261,19
ISIC_0033455,19
ISIC_3902901,19
ISIC_7680948,15
ISIC_0001211,19
ISIC_9484908,17
ISIC_6511141,23
ISIC_6233852,17
ISIC_0011856,17
ISIC_0001114,11
ISIC_0057901,8
ISIC_9873154,17
ISIC_6673875,17
ISIC_0008143,19
ISIC_1164529,17
ISIC_0012042,19
ISIC_8246948,17
ISIC_0067967,8
ISIC_7723219,14
ISIC_3415967,17
ISIC_0068249,23
ISIC_0008697,19
ISIC_0059217,19
ISIC_5318217,17
ISIC_0025330,21
ISIC_8242789,17
ISIC_4622079,17
ISIC_0061272,19
ISIC_0027909,19
ISIC_0058812,19
ISIC_0015215,19
ISIC_1482167,17
ISIC_0060863,19
ISIC_6313487,15
ISIC_7013418,17
ISIC_6763449,17
ISIC_1149469,12
ISIC_5198439,17
ISIC_7638633,17
ISIC_0005967,19
ISIC_2601107,19
ISIC_4344870,17
ISIC_6759319,19
ISIC_1441260,17
ISIC_0011587,20
ISIC_9433473,17
ISIC_2218318,17
ISIC_0061479,15
ISIC_3085084,17
ISIC_1213303,17
ISIC_3972165,17
ISIC_0033441,19
ISIC_2191924,17
ISIC_0001195,19
ISIC_4026943,17
ISIC_0008846,19
ISIC_8790255,24
ISIC_7989906,17
ISIC_0033451,19
ISIC_6546903,19
ISIC_5241850,19
ISIC_5607111,17
ISIC_7723074,17
ISIC_8826289,17
ISIC_0005477,19
ISIC_0030169,19
ISIC_0012384,19
ISIC_0053645,19
ISIC_9119715,19
ISIC_2117372,17
ISIC_0025479,19
ISIC_5060016,19
ISIC_0027858,8
ISIC_0031030,19
ISIC_0070699,19
ISIC_7058617,17
ISIC_6299778,17
ISIC_1835426,17
ISIC_0063420,19
ISIC_7522708,17
ISIC_0000521,15
ISIC_0003783,19
ISIC_1322575,19
ISIC_8593734,17
ISIC_9322551,17
ISIC_1709788,17
ISIC_9417004,17
ISIC_0029992,19
ISIC_0003641,19
ISIC_0006556,19
ISIC_0054219,23
ISIC_3414811,17
ISIC_0056570,19
ISIC_5580730,17
ISIC_0005663,19
ISIC_4576334,24
ISIC_8780547,17
ISIC_0065624,8
ISIC_2919624,17
ISIC_1548638,17
ISIC_8219096,17
ISIC_0014775,19
ISIC_0031005,15
ISIC_0004115,19
ISIC_6059541,17
ISIC_7013005,17
ISIC_0054652,19
ISIC_0060951,19
ISIC_9335977,19
ISIC_7953039,17
ISIC_0060480,2
ISIC_3079263,19
ISIC_0005204,19
ISIC_0055118,19
ISIC_1883008,17
ISIC_5071555,17
ISIC_1128858,17
ISIC_0073210,15
ISIC_0070465,15
ISIC_8289518,17
ISIC_0094755,17
ISIC_9132168,17
ISIC_0008723,19
ISIC_1113490,15
ISIC_6954994,17
ISIC_0028121,21
ISIC_4839775,19
ISIC_0026034,19
ISIC_0032540,19
ISIC_0002499,19
ISIC_0000799,19
ISIC_6777229,17
ISIC_4064779,17
ISIC_0002805,19
ISIC_0030891,19
ISIC_8381252,19
ISIC_1189461,19
ISIC_7456769,17
ISIC_0072698,8
ISIC_7023656,19
ISIC_4928482,17
ISIC_9445196,17
ISIC_6057178,17
ISIC_0030281,15
ISIC_0054677,15
ISIC_7863564,17
ISIC_0046784,19
ISIC_9917958,17
ISIC_5360253,17
ISIC_0025226,19
ISIC_0057975,19
ISIC_6991849,19
ISIC_0030415,19
ISIC_1582195,17
ISIC_0013275,19
ISIC_2845758,17
ISIC_0060038,19
ISIC_5887795,19
ISIC_0010868,19
ISIC_6705932,19
ISIC_0014866,19
ISIC_0011052,15
ISIC_9361984,19
ISIC_0058018,19
ISIC_1979534,25
ISIC_1958321,17
ISIC_6154038,17
ISIC_0032214,15
ISIC_0029758,19
ISIC_1687278,17
ISIC_8239309,19
ISIC_0011975,15
ISIC_0024829,8
ISIC_0061189,15
ISIC_0013512,19
ISIC_4358550,17
ISIC_6208708,17
ISIC_0072628,25
ISIC_3663705,19
ISIC_8598120,17
ISIC_0024718,19
ISIC_6413170,17
ISIC_4292710,19
ISIC_2383571,17
ISIC_0028927,19
ISIC_9114539,17
ISIC_7487840,17
ISIC_1323775,17
ISIC_1640164,17
ISIC_4305663,17
ISIC_1354862,17
ISIC_0068731,8
ISIC_8595062,17
ISIC_0030238,15
ISIC_0025668,11
ISIC_4292879,19
ISIC_0011772,17
ISIC_0444339,17
ISIC_0761623,17
ISIC_0065118,2
ISIC_0008902,19
ISIC_8077342,17
ISIC_0054057,25
ISIC_5755210,19
ISIC_0010933,24
ISIC_1454692,17
ISIC_4585386,17
ISIC_0032933,19
ISIC_2597678,19
ISIC_0008390,19
ISIC_0026617,19
ISIC_9400984,17
ISIC_4765023,17
ISIC_9822251,17
ISIC_0003271,19
ISIC_0008699,19
ISIC_0003568,19
ISIC_8542665,17
ISIC_1497880,19
ISIC_0004903,19
ISIC_0001405,19
ISIC_5502342,17
ISIC_0024341,19
ISIC_0011212,19
ISIC_0002974,19
ISIC_5415213,19
ISIC_8653749,17
ISIC_2785362,19
ISIC_0057658,8
ISIC_0008712,19
ISIC_6081091,17
ISIC_7256375,17
ISIC_0054852,15
ISIC_0014683,19
ISIC_0009415,19
ISIC_0004314,19
ISIC_7973714,17
ISIC_5226018,17
ISIC_0058809,8
ISIC_7645850,17
ISIC_0032579,19
ISIC_4755931,17
ISIC_4764863,17
ISIC_6787193,17
ISIC_5504286,17
ISIC_0033557,19
ISIC_0030939,19
ISIC_4013525,17
ISIC_0033320,15
ISIC_0063813,15
ISIC_0005755,19
ISIC_6759173,17
ISIC_0536865,17
ISIC_3579853,17
ISIC_9647502,17
ISIC_0071860,19
ISIC_0489611,17
ISIC_3800470,17
ISIC_0026085,21
ISIC_5542716,19
ISIC_0028910,19
ISIC_7137773,17
ISIC_0028763,25
ISIC_9394148,19
ISIC_1308081,17
ISIC_8087743,17
ISIC_4904364,17
ISIC_0065221,8
ISIC_3814420,19
ISIC_4442490,17
ISIC_0010179,19
ISIC_4901577,17
ISIC_0003236,19
ISIC_0069488,15
ISIC_7683437,17
ISIC_1969066,17
ISIC_0014715,19
ISIC_0054986,8
ISIC_8487959,17
ISIC_0064420,8
ISIC_8027899,15
ISIC_0005190,19
ISIC_1691175,19
ISIC_0030146,19
ISIC_1807638,17
ISIC_0011732,19
ISIC_7075836,19
ISIC_0071300,19
ISIC_4537869,17
ISIC_0061290,8
ISIC_0010831,19
ISIC_0068777,8
ISIC_0012447,23
ISIC_0068538,19
ISIC_8843901,19
ISIC_0056479,15
ISIC_0014643,23
ISIC_8559515,17
ISIC_3319229,15
ISIC_5141510,17
ISIC_0441845,19
ISIC_0307958,17
ISIC_9743548,17
ISIC_1338915,17
ISIC_0063859,8
ISIC_0073175,19
ISIC_0007570,19
ISIC_0070998,15
ISIC_0067094,19
ISIC_0011374,15
ISIC_9072567,17
ISIC_9073230,17
ISIC_9049462,17
ISIC_2399770,19
ISIC_0071765,15
ISIC_5614446,17
ISIC_4263017,17
ISIC_0065458,19
ISIC_8297517,19
ISIC_6373863,17
ISIC_0056778,19
ISIC_0008231,19
ISIC_9026091,19
ISIC_0009651,19
ISIC_8311363,17
ISIC_0010784,15
ISIC_1738738,17
ISIC_0072616,8
ISIC_0060663,25
ISIC_0069352,2
ISIC_1864719,20
ISIC_4748605,17
ISIC_5617952,19
ISIC_0059707,15
ISIC_8397285,15
ISIC_0059192,23
ISIC_0010941,19
ISIC_0003186,19
ISIC_8697410,17
ISIC_9962534,17
ISIC_0026828,19
ISIC_0031872,21
ISIC_8765068,17
ISIC_6911252,17
ISIC_6658067,17
ISIC_0004249,19
ISIC_8118124,17
ISIC_0059324,8
ISIC_0010698,19
ISIC_0626815,17
ISIC_0032226,19
ISIC_8504450,17
ISIC_0003943,19
ISIC_0024719,19
ISIC_0030683,21
ISIC_5046410,19
ISIC_5920869,17
ISIC_0029643,19
ISIC_4974475,17
ISIC_7545549,19
ISIC_0000437,19
ISIC_0013917,15
ISIC_0059278,19
ISIC_0030333,15
ISIC_7252784,17
ISIC_0012434,15
ISIC_7321062,17
ISIC_8584628,17
ISIC_1676689,19
ISIC_0055143,15
ISIC_0002511,19
ISIC_0027648,11
ISIC_6353527,17
ISIC_0006269,19
ISIC_4880652,19
ISIC_6305942,17
ISIC_0000693,19
ISIC_0033551,8
ISIC_0070340,19
ISIC_0411005,17
ISIC_0046958,17
ISIC_6276482,17
ISIC_0062077,15
ISIC_0032316,8
ISIC_0001588,19
ISIC_6034721,17
ISIC_0065657,23
ISIC_0000338,19
ISIC_3626811,17
ISIC_0033954,19
ISIC_9289739,17
ISIC_0033912,19
ISIC_3186856,17
ISIC_4954969,17
ISIC_1857406,17
ISIC_0061679,23
ISIC_2066616,17
ISIC_0004766,19
ISIC_0034168,21
ISIC_0031157,19
ISIC_0543494,17
ISIC_0008086,19
ISIC_4927895,17
ISIC_8279476,19
ISIC_2500254,17
ISIC_0063187,2
ISIC_0027018,21
